trial_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
11,3,2,2,2,4,4,2,3,3,4,3,2,2,2,2,3,4,2,3,3,4,3,4,1,1,1,4,4,2,3,4,3,3,2,1,2,1,3,4,2,4,3,4,3,2,1,1,1,1,1,1,1,1,4,1
12,4,2,3,1,4,3,2,2,4,4,3,2,1,2,2,3,3,3,3,3,4,3,4,1,1,1,4,4,1,3,4,2,2,2,1,3,1,3,4,2,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2
13,3,2,3,2,4,3,2,3,3,4,3,3,2,2,1,4,3,2,2,3,3,3,4,1,1,1,4,3,2,2,4,2,3,3,1,2,2,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2
14,3,2,2,2,4,3,2,3,4,4,3,2,2,2,2,4,3,2,3,3,4,3,4,1,1,1,4,3,2,3,4,3,3,2,1,1,2,4,3,1,4,2,4,3,1,1,1,1,1,2,1,2,1,1,1
15,4,2,2,2,4,4,2,3,3,4,3,3,2,2,2,3,4,2,3,2,4,2,4,1,1,1,4,3,2,4,3,3,3,2,1,1,1,4,4,2,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1
16,4,2,3,2,4,4,2,2,3,4,3,3,2,2,1,3,4,2,3,3,4,4,4,1,1,2,4,3,1,3,4,3,3,2,1,4,2,4,4,2,4,3,4,3,1,1,1,1,2,1,1,1,1,2,1
17,3,2,3,2,4,3,2,3,3,4,3,2,2,2,1,4,4,2,2,2,3,3,4,1,1,1,4,2,2,2,4,2,2,2,1,1,1,4,3,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1
18,4,2,3,2,3,3,2,2,2,4,2,3,2,2,1,3,3,2,3,2,4,3,4,1,1,2,5,3,2,2,3,2,4,2,2,3,2,3,4,2,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1
19,3,2,2,2,4,4,2,3,3,4,3,2,2,3,2,4,4,3,3,2,4,3,4,1,1,2,4,3,2,4,4,2,3,2,2,2,1,4,4,2,4,3,4,4,1,1,1,1,1,2,1,1,1,1,2
20,3,2,2,1,4,4,2,3,4,4,3,3,2,3,2,4,3,2,3,2,4,3,4,1,1,1,4,3,1,4,4,3,2,2,1,1,2,3,4,2,4,3,4,4,2,1,1,1,1,1,1,2,1,1,1
21,3,2,2,1,3,3,2,3,3,4,3,3,1,2,2,3,4,2,3,2,3,2,4,1,1,1,4,4,2,4,4,2,3,2,1,2,1,3,4,2,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1
22,3,2,2,2,4,4,2,3,3,4,3,3,2,2,2,3,4,2,3,3,4,2,4,1,1,1,4,3,2,4,3,2,4,2,1,1,1,4,4,2,4,4,4,4,2,1,1,1,2,1,1,2,1,1,1
23,3,2,3,2,3,4,2,3,3,4,4,3,2,3,2,3,4,2,3,2,4,3,4,1,1,1,4,2,1,3,4,2,3,2,1,1,2,4,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1
24,3,2,2,2,3,3,2,3,3,4,3,3,2,2,2,3,3,2,3,2,4,3,4,1,1,1,4,3,2,2,4,3,3,2,1,1,1,4,4,2,4,4,4,3,1,1,1,1,1,2,1,1,1,1,1
25,4,2,3,1,4,3,2,2,3,3,3,3,2,2,2,3,4,2,3,3,4,2,4,1,1,1,4,4,2,3,4,2,3,4,1,2,2,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
26,3,2,2,2,4,4,2,3,3,4,3,3,2,3,1,3,3,2,3,3,4,4,4,1,2,2,4,3,1,4,4,3,3,2,1,1,2,3,3,2,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1
27,3,2,2,2,4,3,2,3,3,4,3,2,2,2,2,4,4,3,3,3,4,3,4,1,1,1,4,3,2,3,4,2,3,3,1,2,2,4,2,2,4,3,4,3,1,1,1,1,1,2,1,1,1,1,1
28,3,2,2,2,4,4,2,3,3,4,4,3,2,2,3,3,4,2,2,3,4,3,4,1,1,1,4,2,1,2,4,2,3,2,2,1,1,4,2,2,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1
29,3,2,3,2,3,3,2,3,4,4,3,3,2,3,2,3,3,2,3,2,4,3,4,1,1,2,4,3,2,4,4,3,3,3,1,2,1,3,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
30,3,3,2,1,4,3,3,2,3,4,3,3,2,3,2,4,4,2,3,3,4,3,4,1,1,1,4,2,1,3,3,3,2,2,1,1,2,4,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1
31,3,2,2,2,4,3,3,3,3,4,3,3,1,2,1,3,3,2,3,3,4,3,4,1,1,1,4,2,1,4,4,3,3,2,1,4,2,4,2,2,3,4,4,4,1,1,1,1,1,2,1,1,1,2,1
32,3,2,2,2,4,4,2,2,3,4,3,2,2,2,2,3,4,2,3,2,4,3,4,1,1,2,4,3,2,4,4,2,2,2,1,2,1,4,3,1,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1
33,3,2,3,2,3,4,2,3,3,4,4,2,2,2,1,3,3,2,3,2,4,3,4,1,1,1,4,3,2,3,4,3,2,3,1,1,2,2,2,2,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1
34,4,2,2,1,4,4,2,2,3,4,3,3,2,2,2,3,3,2,3,2,4,3,4,1,1,1,4,4,2,3,2,3,4,2,2,2,1,3,4,2,4,4,4,4,2,1,1,1,1,1,1,2,1,1,1
35,2,2,2,2,4,4,2,3,3,4,3,3,2,2,2,3,4,2,3,3,4,3,4,1,1,2,4,4,1,4,4,3,3,2,1,1,2,2,4,2,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1
36,3,2,2,2,4,4,2,3,3,4,3,3,2,2,2,3,3,2,3,3,4,3,4,1,1,2,4,3,2,3,4,2,3,2,2,3,1,4,2,3,2,4,4,3,1,1,1,1,2,1,1,1,1,1,1
37,3,2,2,2,4,3,3,3,3,4,3,3,2,2,2,4,4,2,3,2,4,3,4,1,1,1,4,4,2,3,4,2,3,2,1,2,2,4,4,2,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1
38,3,2,2,2,4,3,2,3,3,4,3,2,2,3,2,4,4,3,3,2,4,3,4,1,1,2,4,3,1,4,4,2,2,2,1,2,1,2,3,2,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1
39,2,2,2,2,4,3,2,2,4,4,3,4,2,2,2,3,3,2,3,2,4,2,4,1,1,1,5,2,1,4,3,2,3,2,1,2,1,3,4,1,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1
40,3,2,2,1,4,3,2,3,2,4,3,3,2,2,2,4,3,2,3,3,4,3,4,1,1,1,4,4,2,4,4,2,3,2,1,2,2,3,4,2,2,3,4,4,1,1,1,1,1,2,1,2,1,2,1
41,4,2,3,2,4,3,2,3,3,4,3,3,2,2,1,4,4,2,3,3,4,2,4,1,1,1,4,4,2,3,4,2,2,2,1,2,1,4,4,2,4,4,4,4,1,1,1,1,2,1,1,1,1,1,1
42,3,2,2,2,3,4,2,4,3,4,3,3,2,2,2,4,3,2,2,3,4,2,4,1,1,1,4,4,2,3,4,2,3,4,1,1,1,4,3,2,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1
43,4,2,2,1,4,3,3,3,3,4,3,3,2,2,2,3,4,2,3,3,4,3,4,1,1,1,4,3,2,4,4,2,2,2,1,4,1,4,4,2,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1
44,3,2,2,2,4,3,2,3,3,4,3,2,2,2,2,4,3,2,3,3,3,3,4,1,1,1,4,4,1,3,4,3,3,2,2,1,1,3,2,2,4,4,4,4,1,1,1,1,2,1,1,2,1,1,1
45,4,3,3,2,4,3,2,2,3,4,3,2,1,2,2,3,3,2,2,3,4,2,4,1,1,1,4,4,1,4,4,4,2,4,1,4,1,2,3,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1
46,3,2,3,2,4,3,2,2,3,4,3,3,1,2,2,3,4,3,3,3,4,2,4,1,1,2,4,3,2,3,4,4,3,2,1,2,1,3,3,2,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1
47,2,2,2,2,3,3,2,3,3,4,4,3,2,2,2,3,3,2,3,2,4,3,4,1,1,1,4,3,2,4,4,2,2,2,1,4,2,2,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
48,2,2,2,2,3,3,2,3,3,4,3,3,1,2,2,4,3,2,3,2,3,3,4,1,1,2,4,3,2,3,4,2,3,2,1,1,2,4,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,2
49,3,2,2,2,4,3,2,3,3,4,3,2,2,2,2,3,3,2,4,3,4,2,4,1,2,1,4,3,2,3,4,3,3,2,1,1,2,4,4,2,4,3,4,4,1,1,1,1,1,1,1,2,1,2,1
50,3,2,2,2,3,3,2,3,3,4,3,3,2,2,2,3,3,2,3,3,4,3,4,1,1,1,4,3,1,3,4,2,3,2,1,3,1,3,2,2,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1

