trial_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
32,4,2,3,3,4,4,3,3,2,3,3,4,2,2,2,3,4,3,3,3,4,3,4,1,2,1,4,3,2,3,3,2,2,4,2,1,2,4,3,3,3,4,4,4,2,1,1,1,3,2,1,2,1,2,2
33,4,2,2,1,4,3,3,2,4,3,4,4,2,3,2,4,3,3,4,3,4,3,2,1,1,1,4,3,2,3,3,2,3,3,1,2,1,4,3,3,3,3,4,2,2,2,1,1,3,2,1,2,1,2,2
34,4,3,3,2,4,4,3,3,3,4,4,3,2,3,2,4,4,3,3,3,4,3,3,1,2,1,4,2,3,4,3,3,3,3,2,1,1,3,2,2,2,4,4,3,2,1,2,2,2,2,2,1,2,2,1
35,3,2,2,2,4,4,3,4,3,4,4,3,1,3,3,4,3,3,2,4,3,3,4,1,1,1,4,2,1,3,3,3,3,4,1,2,1,4,3,3,3,4,4,4,2,1,1,1,2,2,1,2,1,2,2
36,3,2,3,2,3,4,3,3,4,4,4,3,2,2,2,3,4,2,4,3,3,3,3,1,1,1,4,2,2,3,3,3,2,2,1,2,2,3,3,2,3,4,4,3,2,1,2,2,2,1,1,2,2,2,2
37,4,1,3,2,4,3,3,3,3,4,3,3,2,2,2,4,3,3,4,3,4,4,3,1,3,1,3,3,2,3,3,2,3,2,1,2,1,3,3,2,3,3,4,3,2,1,3,1,1,1,1,2,2,1,2
38,4,2,2,2,4,4,2,4,4,4,4,4,2,3,2,3,3,3,3,4,4,3,4,1,2,1,4,2,2,4,3,3,2,3,1,1,1,3,3,2,4,3,4,3,2,1,1,1,2,2,2,3,2,2,2
39,3,2,4,2,3,3,3,2,3,4,4,4,2,3,1,3,4,3,4,4,4,3,4,1,1,1,3,2,2,3,4,2,3,2,1,3,2,2,2,3,3,4,4,4,2,1,1,1,2,1,1,2,2,2,2
40,4,3,3,2,3,3,4,3,3,4,4,4,2,3,2,4,4,2,4,3,4,3,4,1,1,1,4,3,1,2,3,3,3,2,1,2,1,4,3,2,3,4,4,3,2,1,1,1,2,2,2,2,2,2,3
41,3,2,2,1,4,4,3,3,3,4,4,2,2,3,2,4,4,2,3,3,4,3,4,1,2,1,4,3,2,3,3,3,3,2,1,2,2,4,4,2,3,3,3,3,2,1,1,1,2,2,2,2,3,1,2
42,4,2,3,2,4,4,2,4,3,4,3,4,3,3,2,4,4,2,3,3,4,4,4,1,1,1,4,2,2,3,2,2,3,3,1,2,1,4,2,3,3,4,4,4,1,1,2,2,2,2,2,2,2,2,1
43,4,1,3,3,4,3,3,2,4,4,3,3,2,3,1,4,4,3,3,3,4,4,4,1,2,2,4,3,2,3,4,2,3,3,1,2,2,3,2,2,3,3,2,3,2,1,1,2,2,2,1,3,2,2,1
44,4,2,3,2,4,4,2,4,4,4,4,4,1,3,2,4,4,3,4,3,4,4,3,1,2,1,4,2,2,3,4,2,3,3,1,2,1,3,3,3,3,4,4,3,2,1,3,1,2,2,2,3,2,1,1
45,4,2,3,1,3,4,3,3,4,4,4,4,2,4,2,4,4,3,3,3,4,4,3,1,2,1,4,3,2,3,3,3,3,2,1,2,1,3,3,2,3,3,4,4,1,1,2,1,1,2,1,2,2,2,2
46,3,2,3,2,4,3,3,4,3,4,3,4,3,2,2,4,4,3,3,4,3,3,3,1,1,2,4,3,2,3,4,2,3,3,1,2,1,3,2,2,4,3,4,3,2,1,1,1,2,2,2,2,1,2,3
47,3,2,3,3,3,4,3,4,3,4,3,3,2,2,2,4,4,4,3,4,3,4,4,1,2,1,4,3,2,3,3,2,3,3,1,2,1,3,2,2,3,2,4,3,2,2,1,1,2,2,1,2,1,2,2
48,4,2,3,1,4,4,3,3,3,4,3,3,3,3,1,3,3,3,4,3,4,3,3,1,1,2,4,3,2,3,3,2,1,2,2,2,1,4,3,2,3,4,4,4,2,1,2,1,3,2,1,2,3,2,1
49,4,2,3,2,4,4,3,2,3,4,4,4,2,2,2,4,2,1,3,3,4,3,4,1,1,1,4,3,1,2,4,2,3,2,1,2,1,4,3,3,2,4,4,3,2,1,1,1,2,2,2,2,2,2,1
50,3,2,3,2,4,4,3,2,3,3,4,4,1,2,2,4,4,3,3,4,4,3,3,1,1,2,4,3,2,3,3,3,3,3,1,4,1,3,1,2,3,4,4,3,1,1,2,1,2,2,1,2,2,1,2
