trial_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
39,2,1,1,1,4,4,1,2,2,2,4,7,7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,5,7,7,6,7,5,4,1,1,1,2,2,2,2,1,1,2
40,2,1,1,1,4,4,1,2,2,1,4,6,7,7,7,6,5,7,7,7,7,5,6,7,7,7,6,5,7,7,6,7,5,2,1,1,1,2,2,2,2,1,2,4
41,4,1,1,1,4,4,2,2,2,1,4,6,7,7,7,6,6,7,6,7,7,4,6,7,7,7,6,5,7,7,6,7,5,4,1,1,1,2,3,2,2,1,2,2
42,4,1,1,1,4,4,2,2,2,2,4,7,7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,5,7,7,6,7,5,2,1,1,1,4,2,2,1,1,1,2
43,2,1,1,1,4,4,2,2,2,2,4,7,7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,6,7,6,6,7,5,4,1,1,1,2,2,2,1,1,2,2
44,2,1,1,1,4,4,2,2,2,2,4,7,7,7,7,6,5,7,7,7,7,5,6,7,7,7,6,5,7,6,6,7,5,4,1,1,1,2,4,2,2,2,2,2
45,4,1,1,1,4,4,2,2,2,2,4,7,7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,5,7,7,6,7,5,3,1,1,1,2,3,2,2,1,2,4
46,4,1,1,1,4,4,1,2,2,1,4,7,7,7,7,6,5,7,7,7,7,5,6,7,7,7,6,5,7,7,6,6,5,2,1,1,1,2,3,2,2,2,2,2
47,2,1,1,1,4,4,1,2,4,2,4,7,7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,6,7,7,6,7,5,2,1,2,1,2,2,2,2,1,2,4
48,2,1,1,1,4,4,1,2,2,2,4,7,7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,5,7,6,6,7,5,2,1,1,1,4,6,2,1,2,1,4
49,4,1,1,1,4,4,2,2,2,2,4,7,7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,5,7,7,6,7,5,2,1,1,1,2,2,2,2,1,2,4
50,4,1,1,1,4,4,1,2,2,2,4,7,7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,6,7,7,6,7,5,2,1,1,1,2,3,2,2,1,2,4
