trial_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
11,3,2,2,2,4,4,2,4,3,3,4,5,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,5,2,3,2,4,5,3,3,3,3,5
12,3,2,2,2,4,4,2,3,3,3,4,6,6,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,5,2,3,2,5,5,3,4,3,3,5
13,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,5,5,3,3,3,3,5
14,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,5,3,3,3,3,3,5
15,3,2,2,2,4,3,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,5,2,3,2,5,5,3,4,3,3,5
16,3,2,2,2,4,4,2,4,3,3,4,6,7,7,6,5,5,6,5,6,6,4,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,5,5,3,3,3,3,5
17,3,2,2,2,4,3,2,3,3,3,4,5,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,5,3,3,3,3,3,5
18,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,5,5,4,2,3,2,4,5,3,4,3,3,5
19,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,5,5,3,4,3,3,5
20,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,5,2,3,2,4,5,3,4,3,3,5
21,3,2,2,2,3,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,4,4,3,3,3,3,5
22,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,4,5,3,3,3,3,5
23,3,2,2,2,4,4,2,4,3,2,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,5,2,3,3,5,3,3,3,3,3,5
24,3,2,2,2,4,4,2,3,3,2,4,5,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,5,2,3,2,5,4,3,3,3,3,5
25,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,3,2,3,2,5,4,3,3,3,3,5
26,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,3,4,5,3,3,3,3,5
27,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,5,4,3,4,3,3,5
28,4,2,2,2,4,3,2,3,3,3,5,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,4,3,3,3,3,3,5
29,3,2,2,2,4,4,2,3,5,2,4,6,7,7,7,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,5,3,3,3,3,3,5
30,3,2,2,2,4,3,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,4,5,6,6,6,5,5,6,5,5,6,5,4,3,3,3,5,5,3,3,4,3,5
31,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,5,2,3,2,4,5,3,4,3,3,5
32,3,2,2,2,3,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,4,5,6,6,6,5,5,6,5,5,6,3,4,2,3,3,5,5,3,3,3,3,5
33,3,2,2,2,4,4,2,4,3,2,4,6,7,7,6,5,5,6,5,6,6,4,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,4,3,3,4,3,3,5
34,3,2,2,2,4,3,2,4,4,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,5,5,3,3,3,3,5
35,3,2,2,2,4,4,2,4,3,2,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,4,3,3,4,3,3,5
36,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,5,2,3,3,4,4,3,3,3,3,5
37,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,4,3,3,3,3,3,5
38,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,4,5,3,4,3,3,5
39,3,1,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,4,5,3,3,4,3,5
40,3,2,2,2,3,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,5,3,3,3,5,5,3,3,3,3,5
41,3,2,2,2,3,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,5,2,3,2,4,5,3,3,3,3,5
42,3,2,2,2,4,3,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,5,3,3,2,5,4,3,4,3,3,5
43,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,5,5,3,4,3,3,5
44,3,2,2,2,4,3,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,4,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,5,5,3,4,3,3,5
45,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,3,5,5,3,3,3,3,5
46,3,2,2,2,4,4,2,4,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,4,4,3,4,3,3,5
47,3,2,2,2,3,4,2,3,3,3,4,5,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,3,4,2,3,2,5,4,3,3,3,3,5
48,3,2,2,2,4,4,2,3,3,3,4,6,7,7,6,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,2,5,5,3,4,3,3,5
49,3,2,2,2,4,4,2,3,3,3,4,6,7,7,7,5,5,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,5,4,2,3,3,5,5,3,4,3,3,5
50,3,2,2,2,4,4,2,4,3,2,4,6,7,7,6,5,5,6,5,6,6,4,5,6,6,6,5,5,6,5,5,6,3,5,3,3,2,4,3,3,4,3,3,5
