trial_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
12,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,2,3,2,2,4,1,2,1,4,2,1,2,4,2,4,2,1,2,1,3,2,2,2,2,4,4,1,1,1,1,2,1,2,2,2,2,1
13,2,2,2,2,3,2,2,2,3,2,4,3,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,2,2,4,2,4,2,1,2,1,4,2,1,4,2,4,4,1,1,1,1,2,2,1,2,2,2,1
14,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,2,2,4,2,2,2,1,2,1,4,2,1,4,2,4,4,2,1,1,1,1,2,2,1,2,2,1
15,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,4,2,1,2,1,4,3,2,4,2,4,4,2,1,1,1,2,2,2,2,2,2,1
16,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,4,1,2,2,4,2,2,2,4,2,2,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,2,1,2,2,1,2,2
17,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,4,2,1,2,1,4,2,2,4,2,4,4,2,1,1,1,2,2,1,2,2,2,1
18,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,3,2,4,2,4,4,2,1,1,1,2,2,2,2,2,2,1
19,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,2,2,4,2,2,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,2,2,1,2,2,2,2
20,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,1,4,2,2,2,4,2,4,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,1,2,1,2,2,2,2
21,2,2,2,2,3,2,2,2,3,3,4,2,2,2,2,3,2,2,2,2,2,2,4,1,2,2,4,2,1,2,4,2,3,2,1,2,1,4,4,2,4,2,4,4,1,1,1,1,1,2,1,2,2,2,1
22,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,2,2,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,3,4,2,4,2,4,4,2,1,1,1,1,2,1,2,2,1,1
23,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,2,2,4,2,4,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,2,2,2,2,2,2,1
24,2,2,2,2,2,2,2,2,3,2,4,3,2,2,2,2,2,2,2,3,2,2,4,1,2,2,4,2,2,2,4,2,2,2,1,2,1,4,2,2,4,2,4,4,1,1,1,1,2,2,2,2,2,2,1
25,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,2,2,4,2,2,2,1,2,1,4,4,2,4,2,4,4,1,1,1,1,2,1,2,2,2,2,1
26,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,4,2,2,2,4,2,4,2,1,2,1,4,2,2,4,2,4,4,1,1,1,1,2,1,2,1,2,2,1
27,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,4,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,2,2,2,2,2,2,1
28,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,2,2,2,2,4,4,2,1,1,1,2,2,2,2,2,2,2
29,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,4,1,2,1,4,2,2,2,4,2,4,2,1,2,1,4,2,1,4,2,4,4,1,1,1,1,1,2,1,2,2,2,1
30,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,2,1,4,2,4,4,1,1,1,1,2,1,2,2,2,2,2
31,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,4,1,1,2,4,2,1,2,4,2,2,2,1,2,1,4,4,1,4,2,4,4,2,1,1,1,1,2,1,2,1,1,1
32,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,4,2,4,2,4,4,2,1,1,1,2,2,2,2,2,2,1
33,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,2,2,2,1,2,2,1
34,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,4,2,1,2,1,4,2,2,4,2,4,4,1,1,1,1,2,1,1,2,2,2,2
35,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,1,4,2,1,2,4,2,2,2,1,2,1,4,2,2,4,2,4,4,2,1,1,1,2,2,2,2,2,2,1
36,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,4,1,2,2,4,1,1,2,4,2,2,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,1,2,1,2,2,2,1
37,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,3,2,4,2,4,4,1,1,2,1,2,2,2,2,2,2,1
38,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,1,4,2,2,2,4,2,4,2,1,2,1,4,4,2,4,2,4,4,1,1,1,1,1,2,2,1,2,2,1
39,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,3,4,2,4,2,4,4,2,1,1,1,2,1,2,2,2,2,1
40,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,2,1,1,2,2,2,2
41,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,2,2,4,2,4,2,1,2,1,4,2,2,4,2,4,4,1,1,1,1,2,2,1,2,2,2,1
42,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,2,2,4,2,4,4,2,1,1,1,2,1,1,2,2,2,1
43,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,3,1,4,2,4,4,2,1,1,1,2,2,2,2,2,2,1
44,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,4,1,2,2,4,2,1,2,4,2,4,2,1,2,1,2,4,2,4,2,4,4,2,1,2,1,2,2,1,2,2,2,1
45,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,2,2,2,2,4,1,2,2,4,2,2,2,4,2,4,2,1,2,1,4,3,2,4,2,4,4,1,1,1,1,1,1,2,2,2,2,1
46,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,4,2,4,2,4,4,2,1,1,1,2,2,2,2,2,2,1
47,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,2,2,2,2,4,1,2,2,4,2,1,2,4,2,3,2,1,2,1,2,4,2,4,2,4,4,1,1,1,1,2,1,1,2,2,2,1
48,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,4,1,2,1,4,2,1,2,4,2,4,2,1,2,1,4,4,2,4,2,4,4,2,1,1,1,1,2,1,2,2,2,1
49,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,2,3,2,2,4,1,2,2,4,2,1,2,4,2,2,2,1,2,1,4,4,2,4,2,4,4,1,1,1,1,2,2,2,2,2,2,1
50,2,2,2,2,2,2,2,2,3,2,4,3,2,2,2,3,2,2,2,3,2,2,4,1,2,1,4,2,1,2,4,2,3,2,1,2,1,4,3,1,4,2,4,4,1,1,1,1,1,2,2,1,2,2,1
