trial_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
30,4,2,2,1,4,3,2,3,3,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,4,5,2,4,4,3,4
31,3,2,2,1,4,4,2,3,2,2,2,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,3,4,4
32,4,2,2,2,4,3,2,3,2,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,4,5,2,4,3,4,4
33,3,1,2,2,4,3,2,3,2,2,2,6,7,7,7,5,5,6,5,6,6,5,5,7,7,7,5,5,6,5,5,6,5,5,2,2,2,4,5,2,4,3,3,4
34,4,1,2,1,4,4,2,3,2,2,2,6,7,7,7,5,5,6,6,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,3,3,4
35,3,1,2,2,4,3,2,3,2,2,3,6,7,7,7,5,5,7,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,4,4,3
36,4,2,2,1,4,3,2,3,3,2,2,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,4,3,4
37,3,1,2,1,4,3,2,2,3,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,4,5,2,4,4,4,4
38,3,2,2,1,3,4,2,3,3,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,3,3,4
39,4,2,2,1,4,4,2,3,3,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,4,5,3,4,4,3,4
40,3,2,2,1,3,4,2,3,2,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,3,4,3,4
41,3,2,2,1,4,4,2,3,3,2,3,5,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,4,5,2,4,3,3,4
42,3,2,2,1,4,3,2,2,3,3,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,4,3,3
43,3,2,2,2,4,4,2,3,3,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,4,2,2,2,4,5,2,4,4,3,4
44,4,2,2,2,3,3,2,3,3,2,3,5,7,7,7,5,5,6,6,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,4,3,4
45,2,2,2,1,4,4,2,3,2,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,4,3,4
46,3,1,2,1,4,3,2,2,3,2,2,6,7,7,7,5,5,7,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,4,5,2,3,3,3,4
47,3,2,2,1,4,3,2,3,2,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,4,5,2,4,4,3,3
48,2,1,2,2,4,4,2,3,3,2,3,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,4,2,2,2,5,4,3,4,3,3,4
49,3,2,2,2,4,4,2,3,3,2,2,6,7,7,7,5,5,7,5,6,6,5,5,7,7,7,5,5,6,5,5,6,5,5,2,2,2,5,5,2,4,4,3,4
50,3,2,2,2,4,4,2,4,3,2,2,6,7,7,7,5,5,6,5,6,6,5,5,7,6,7,5,5,6,5,5,6,5,5,2,2,2,4,5,2,4,3,4,5
